countyFips,placeFips,area,year,cbBuildingPermit,sdoBuildingPermit,totalPopulation,householdPopulation,personsPerHousehold,totalHousingUnits,occupiedHousingUnits,vacantHousingUnits
123,55045,Nunn,2015,1,1,445,445,2.5,200,178,22
067,99990,Unincorp. Area,2014,158,0,"32,905","32,812",2.428180271,"17,285","13,513","3,772"
075,18640,Crook,2013,0,0,108,108,1.928571429,76,56,20
109,07571,Bonanza City,2015,1,0,8,8,1,40,8,32
001,99990,Unincorp. Area,2011,59,0,"89,875","89,567",2.989586115,"31,253","29,960","1,293"
017,41010,Kit Carson,2016,3,3,233,218,2.319148936,149,94,55
115,68930,Sedgwick,2010,0,0,145,145,1.933333333,110,75,35
023,07190,Blanca,2012,1,0,389,389,2.72027972,171,143,28
009,73330,Springfield,2016,0,0,"1,356","1,296",2.093699515,830,619,211
117,20440,Dillon,2011,3,0,904,904,1.986813187,"1,293",455,838
041,48445,Manitou Springs,2012,25,0,"5,195","5,162",1.980053702,"2,842","2,607",235
999,39855,Johnstown (Total),2015,527,273,"13,799","13,799",2.931591247,"4,864","4,707",157
057,99990,Unincorp. Area,2011,6,0,766,766,2.194842407,917,349,568
105,99990,Unincorp. Area,2011,10,22,"5,220","5,123",2.503175379,"3,145","2,047","1,098"
001,54330,Northglenn (Part),2016,0,0,"39,113","38,984",2.764822695,"14,423","14,100",323
069,46465,Loveland,2015,772,813,"74,258","73,737",2.443483448,"30,986","30,177",809
999,08070,Bow Mar (Total),2013,2,0,909,909,3.070945946,305,296,9
031,00000,DENVER COUNTY,2016,"8,714",0,"698,006","681,532",2.220299392,"315,145","306,955","8,190"
121,56365,Otis,2015,0,0,456,456,2.350515464,249,194,55
121,00000,WASHINGTON COUNTY,2017,6,0,"4,762","4,578",2.336906585,"2,444","1,959",485
999,04935,Basalt (Total),2016,19,0,"3,935","3,935",2.411151961,"1,934","1,632",302
077,15605,Collbran,2015,0,0,694,459,2.508196721,223,183,40
027,83450,Westcliffe,2010,0,2,450,435,2.091346154,290,208,82
011,00000,BENT COUNTY,2012,1,5,"5,826","4,140",2.34295416,"2,250","1,767",483
013,75640,Superior (Part),2015,17,17,"12,932","12,932",2.776298841,"4,719","4,658",61
087,09555,Brush,2017,0,0,"5,371","4,998",2.439238653,"2,295","2,049",246
021,65740,Romeo,2011,1,0,405,405,3.068181818,157,132,25
097,00000,PITKIN COUNTY,2014,112,0,"17,722","17,650",2.094458289,"13,176","8,427","4,749"
035,57630,Parker,2013,421,419,"48,429","48,391",2.844019982,"17,288","17,015",273
099,43110,Lamar,2014,0,0,"7,497","7,232",2.430107527,"3,676","2,976",700
089,48500,Manzanola,2018,0,0,420,420,2.658227848,198,158,40
093,00000,PARK COUNTY,2017,137,0,"17,906","17,814",2.245839637,"13,964","7,932","6,032"
123,85485,Windsor (Part),2017,283,648,"19,633","19,530",2.692307692,"7,254","7,254",0
093,25610,Fairplay,2017,0,0,765,765,2.28358209,404,335,69
059,08070,Bow Mar (Part),2018,0,0,302,302,3.050505051,104,99,5
037,50920,Minturn,2012,0,0,"1,028","1,028",2.447619048,530,420,110
121,99990,Unincorp. Area,2010,1,0,"2,706","2,546",2.46131528,"1,344","1,034",310
075,99990,Unincorp. Area,2016,21,0,"6,638","6,542",2.472967864,"3,019","2,645",374
031,20000,Denver,2016,"8,714","8,714","698,006","681,532",2.220299392,"315,145","306,955","8,190"
005,12815,Centennial,2010,3,23,"101,326","99,625",2.63495464,"39,050","37,809","1,241"
097,99990,Unincorp. Area,2014,30,0,"6,987","6,967",2.301188904,"4,245","3,028","1,217"
045,30780,Glenwood Springs,2010,2,19,"9,571","9,394",2.497739963,"4,115","3,761",354
093,00000,PARK COUNTY,2016,122,0,"17,354","17,262",2.245901639,"13,963","7,686","6,277"
043,85155,Williamsburg,2016,0,0,677,664,2.553846154,283,260,23
123,55045,Nunn,2013,2,0,434,434,2.50867052,199,173,26
007,56860,Pagosa Springs,2016,21,19,"1,890","1,824",2.320610687,"1,026",786,240
019,70360,Silver Plume,2015,0,0,171,171,2.035714286,145,84,61
069,25115,Estes Park,2011,11,0,"5,933","5,896",2.081920904,"4,137","2,832","1,305"
000,00000,COLORADO STATE,2011,"11,915",0,"5,123,692","5,005,706",2.490765316,"2,230,249","2,009,805","220,444"
123,40185,Keenesburg,2015,0,0,"1,200","1,191",2.550321199,467,467,0
019,12910,Central City (Part),2015,0,0,,,,0,,
075,73935,Sterling,2011,2,2,"14,211","10,889",2.251188753,"5,408","4,837",571
093,99990,Unincorp. Area,2016,121,0,"16,312","16,220",2.249965321,"13,362","7,209","6,153"
059,03455,Arvada (Part),2010,23,91,"103,941","103,441",2.47840046,"43,371","41,737","1,634"
123,85485,Windsor (Part),2013,258,258,"16,008","15,905",2.703552609,"6,095","5,883",212
109,00000,SAGUACHE COUNTY,2017,54,0,"6,638","6,620",2.305013928,"4,080","2,872","1,208"
121,56365,Otis,2011,1,0,454,454,2.352331606,249,193,56
077,99990,Unincorp. Area,2017,149,160,"71,387","71,142",2.595344935,"30,584","27,411","3,173"
075,00000,LOGAN COUNTY,2016,27,0,"21,967","18,592",2.338616352,"9,090","7,950","1,140"
999,04935,Basalt (Total),2015,0,0,"3,902","3,902",2.411619283,"1,915","1,618",297
025,55705,Olney Springs,2017,0,0,319,319,2.552,161,125,36
105,00000,RIO GRANDE COUNTY,2012,12,0,"11,846","11,648",2.466229092,"6,674","4,723","1,951"
013,24950,Erie (Part),2016,180,180,"10,268","10,268",3.027122642,"3,424","3,392",32
005,69645,Sheridan,2010,0,0,"5,679","5,679",2.540939597,"2,455","2,235",220
097,71755,Snowmass Village,2011,7,0,"2,827","2,817",2.122833459,"2,362","1,327","1,035"
999,08675,Brighton (Total),2016,199,199,"38,808","37,265",3.095356757,"12,339","12,039",300
117,99990,Unincorp. Area,2011,12,12,"15,047","14,879",2.386367281,"15,696","6,235","9,461"
099,00000,PROWERS COUNTY,2018,3,,"12,081","11,766",2.479662803,"5,959","4,745","1,214"
059,99990,Unincorp. Area,2015,546,0,"196,198","194,580",2.548192771,"78,631","76,360","2,271"
999,04000,Aurora (Total),2010,106,381,"326,811","324,255",2.64566216,"131,401","122,561","8,840"
005,12815,Centennial,2012,14,14,"104,471","102,770",2.628792142,"39,094","39,094",0
069,39855,Johnstown (Part),2012,68,68,913,913,2.38381201,457,383,74
035,45955,Lone Tree,2018,62,47,"13,680","13,680",2.539918307,"5,674","5,386",288
099,85045,Wiley,2011,,0,403,403,2.50310559,196,161,35
121,56365,Otis,2014,0,0,451,451,2.348958333,249,192,57
117,00000,SUMMIT COUNTY,2017,306,0,"30,979","30,706",2.35964036,"31,155","13,013","18,142"
005,13845,Cherry Hills Village,2010,2,10,"6,028","6,028",2.967996061,"2,160","2,031",129
999,04935,Basalt (Total),2013,0,0,"3,882","3,882",2.409683426,"1,915","1,611",304
029,00000,DELTA COUNTY,2013,18,0,"30,363","29,818",2.380678643,"14,643","12,525","2,118"
019,00000,CLEAR CREEK COUNTY,2011,13,0,"9,055","8,951",2.139851781,"5,700","4,183","1,517"
111,70580,Silverton,2010,0,0,646,646,1.99382716,501,324,177
099,34520,Hartman,2018,0,,78,78,2.294117647,48,34,14
059,75640,Superior (Part),2013,0,0,,,,0,,
999,00000,Multi-County Places,2012,0,0,"973,091","966,225",2.627653557,"379,331","367,714","11,617"
035,12415,Castle Rock,2013,540,534,"52,725","52,186",2.862486973,"18,835","18,231",604
025,99990,Unincorp. Area,2014,3,0,"3,774","1,293",2.488461538,627,520,107
021,02355,Antonito,2014,0,0,769,768,2.265486726,409,339,70
077,56970,Palisade,2016,3,3,"2,768","2,636",2.213266163,"1,328","1,191",137
077,56970,Palisade,2012,18,18,"2,755","2,640",2.212908634,"1,305","1,193",112
019,70360,Silver Plume,2016,1,0,174,174,2.023255814,146,86,60
105,12855,Center (Part),2012,0,0,214,214,2.488372093,96,86,10
115,00000,SEDGWICK COUNTY,2012,0,0,"2,374","2,339",2.141941392,"1,415","1,092",323
117,00000,SUMMIT COUNTY,2014,276,0,"29,331","29,058",2.359369925,"30,509","12,316","18,193"
045,00000,GARFIELD COUNTY,2013,96,0,"57,028","56,179",2.725812712,"23,486","20,610","2,876"
067,38535,Ignacio,2013,0,0,710,710,2.49122807,309,285,24
123,28360,Frederick,2014,214,202,"10,828","10,828",2.971459934,"3,662","3,644",18
125,00000,YUMA COUNTY,2013,4,0,"10,157","9,924",2.491589254,"4,477","3,983",494
093,01530,Alma,2013,1,0,275,275,1.964285714,193,140,53
075,00000,LOGAN COUNTY,2015,20,0,"22,015","18,689",2.337878409,"9,064","7,994","1,070"
001,08675,Brighton (Part),2011,50,50,"33,718","32,175",2.946698416,"11,319","10,919",400
123,32155,Greeley,2011,85,0,"94,222","89,392",2.6336692,"36,422","33,942","2,480"
123,08675,Brighton (Part),2010,0,0,347,347,3.098214286,118,112,6
107,99990,Unincorp. Area,2011,8,0,"8,203","8,146",2.433821333,"4,817","3,347","1,470"
029,19850,Delta,2010,1,0,"8,897","8,761",2.486801022,"3,826","3,523",303
071,78610,Trinidad,2014,4,4,"7,996","7,617",2.309581565,"4,388","3,298","1,090"
119,00000,TELLER COUNTY,2010,9,32,"23,441","23,309",2.367838277,"12,651","9,844","2,807"
075,99990,Unincorp. Area,2017,8,0,"6,620","6,524",2.472148541,"3,027","2,639",388
107,00000,ROUTT COUNTY,2017,163,0,"25,325","25,004",2.342953523,"16,829","10,672","6,157"
049,37600,Hot Sulphur Springs,2016,2,0,698,665,2.490636704,330,267,63
089,48500,Manzanola,2016,0,0,418,418,2.662420382,198,157,41
059,08070,Bow Mar (Part),2014,1,0,291,291,3.03125,100,96,4
001,45530,Lochbuie (Part),2015,0,0,2,2,2,1,1,0
015,10105,Buena Vista,2016,12,12,"2,781","2,781",2.191489362,"1,474","1,269",205
077,19355,De Beque,2015,0,0,490,488,2.637837838,224,185,39
003,99990,Unincorp. Area,2013,24,24,"6,636","6,568",2.572043853,"2,867","2,554",313
075,58235,Peetz,2013,0,0,233,233,2.452631579,106,95,11
027,00000,CUSTER COUNTY,2018,74,,"4,929","4,914",2.1328125,"4,416","2,304","2,112"
125,99990,Unincorp. Area,2015,7,12,"3,939","3,939",2.539651838,"1,847","1,551",296
005,04000,Aurora (Part),2012,222,222,"297,540","296,016",2.59588014,"118,133","114,033","4,100"
071,00760,Aguilar,2012,0,0,513,513,2.310810811,290,222,68
055,00000,HUERFANO COUNTY,2018,42,,"6,851","6,686",2.086115445,"5,285","3,205","2,080"
091,56420,Ouray,2018,3,,"1,020","1,020",2.188841202,824,466,358
115,39965,Julesburg,2013,0,0,"1,201","1,166",2.085867621,730,559,171
083,00000,MONTEZUMA COUNTY,2013,9,0,"25,506","25,269",2.399943015,"12,126","10,529","1,597"
003,37380,Hooper,2018,0,,100,100,2.325581395,62,43,19
111,99990,Unincorp. Area,2015,0,0,62,62,2.48,260,25,235
125,86750,Yuma,2018,0,0,"3,546","3,427",2.453113815,"1,492","1,397",95
069,85485,Windsor (Part),2012,79,79,"5,034","5,034",2.921648288,"1,806","1,723",83
123,69150,Severance,2012,16,16,"3,328","3,328",2.864027539,"1,192","1,162",30
005,30340,Glendale,2015,0,0,"5,028","5,028",1.765449438,"2,983","2,848",135
123,24950,Erie (Part),2011,68,62,"10,379","10,379",2.803619665,"3,885","3,702",183
059,52350,Mountain View,2014,2,0,528,528,1.962825279,282,269,13
037,04110,Avon,2012,8,9,"6,457","6,457",2.777204301,"3,630","2,325","1,305"
021,00000,CONEJOS COUNTY,2014,15,0,"8,205","8,169",2.637713917,"4,350","3,097","1,253"
